,words,en,id,ko
1142,nothing,12,0,0
1143,notice,1,0,0
1144,november,1,0,0
1145,nowhere,1,0,0
1146,nyai,0,2,0
1147,nyala,0,5,0
1148,nyampar,0,1,0
1149,nyandung,0,1,0
1150,nyanyikan,0,6,0
1151,nyata,0,3,0
1152,nyatanya,0,1,0
1153,nyawaku,0,5,0
1154,nyungsep,0,1,0
1155,obatnya,0,1,0
1156,ocean,2,0,0
1157,offended,1,0,0
1158,oh,46,11,0
1159,ohh,0,1,0
1160,ohho,0,1,0
1161,ohoh,2,1,0
1162,ohohoh,4,2,0
1163,ohohohoh,0,1,0
1164,ohohohohoh,2,0,0
1165,ohoo,0,1,0
1166,ohooh,9,0,0
1167,ohwooh,0,3,0
1168,okay,2,0,0
1169,old,14,0,0
1170,older,3,0,0
1171,olehku,0,1,0
1172,olehmu,0,3,0
1173,ompong,0,1,0
1174,one,10,0,0
1175,ooh,8,2,0
1176,oohooh,9,0,0
1177,orang,0,3,0
1178,outshine,1,0,0
1179,outside,3,0,0
1180,outta,2,0,0
1181,pabila,0,1,0
1182,pacific,1,0,0
1183,pack,3,0,0
1184,packin,1,0,0
1185,pada,0,11,0
1186,padahal,0,6,0
1187,padaku,0,6,0
1188,padamu,0,10,0
1189,pagi,0,3,0
1190,pak,0,3,0
1191,paling,0,3,0
1192,pambage,0,6,0
1193,pangeranku,0,1,0
1194,panggung,0,2,0
1195,pangkuan,0,1,0
1196,pantaskah,0,4,0
1197,pas,1,0,0
1198,passion,1,0,0
1199,pasti,0,2,0
1200,patahkan,0,5,0
1201,pay,1,0,0
1202,peach,1,0,0
1203,pedih,0,3,0
1204,pelangi,0,1,0
1205,pelawak,0,1,0
1206,pelipur,0,6,0
1207,pelukanmu,0,2,0
1208,penanya,0,1,0
1209,pengganti,0,1,0
1210,penggantimu,0,3,0
1211,pengging,0,1,0
1212,penuh,0,1,0
1213,penyebabnya,0,1,0
1214,people,1,0,0
1215,peran,0,2,0
1216,perasaan,0,3,0
1217,percaya,0,1,0
1218,percuma,0,1,0
1219,perfect,3,0,0
1220,pergi,0,30,0
1221,peri,0,1,0
1222,perih,0,1,0
1223,perjalanan,0,2,0
1224,perjalananku,0,1,0
1225,perjalananmu,0,1,0
1226,perlahan,0,1,0
1227,perlu,0,2,0
1228,permata,0,3,0
1229,pernah,0,12,0
1230,persilahkan,0,1,0
1231,persinggahanmu,0,2,0
1232,persis,0,1,0
1233,pertama,0,15,0
1234,pertamaku,0,4,0
1235,pesona,0,1,0
1236,pesta,0,1,0
1237,peter,2,0,0
1238,petik,0,1,0
1239,petruk,0,1,0
1240,phase,2,0,0
1241,phone,1,0,0
1242,photobook,1,0,0
1243,piece,1,0,0
1244,pijar,0,1,0
1245,pikiran,0,1,0
1246,pillar,2,0,0
1247,pinggir,0,1,0
1248,planning,1,0,0
1249,plate,1,0,0
1250,play,5,0,0
1251,please,1,0,0
1252,pleasure,4,0,0
1253,poetry,1,0,0
1254,portable,1,0,0
1255,pot,1,0,0
1256,pray,2,0,0
1257,pressure,2,0,0
1258,pretend,2,0,0
1259,pretending,1,0,0
1260,pretty,1,0,0
1261,pria,0,3,0
1262,price,1,0,0
1263,promise,1,0,0
1264,proud,1,0,0
1265,puas,0,1,0
1266,puisi,0,1,0
1267,pulang,0,4,0
1268,pull,1,0,0
1269,pun,0,6,0
1270,punggung,0,3,0
1271,punggungmu,0,3,0
1272,punya,0,2,0
1273,puppet,1,0,0
1274,purapura,0,3,0
1275,pure,3,0,0
1276,put,2,0,0
1277,putih,0,3,0
1278,queen,1,0,0
1279,ragamu,0,1,0
1280,ragu,0,1,0
1281,ragukan,0,1,0
1282,rahasia,0,1,0
1283,ramai,0,1,0
1284,ran,1,0,0
1285,rancu,0,2,0
1286,ranto,0,9,0
1287,rapuh,0,2,0
1288,rasa,0,13,0
1289,rather,6,0,0
1290,ration,1,0,0
1291,rayu,0,1,0
1292,reach,2,0,0
1293,real,6,0,0
1294,realize,1,0,0
1295,really,4,0,0
1296,reason,4,0,0
1297,rebah,0,1,0
1298,red,2,0,0
1299,reda,0,3,0
1300,redam,0,1,0
1301,regret,2,0,0
1302,rela,0,5,0
1303,remember,1,0,0
1304,remind,3,0,0
1305,reminds,1,0,0
1306,remuk,0,1,0
1307,renjana,0,2,0
1308,retaknya,0,1,0
1309,revolutionary,1,0,0
1310,right,16,0,0
1311,rindu,0,12,0
1312,rinduku,0,4,0
1313,rindunya,0,1,0
1314,rintangan,0,1,0
1315,rise,1,0,0
1316,roar,1,0,0
1317,roknya,0,1,0
1318,roll,1,0,0
1319,roman,3,0,0
1320,romantic,1,0,0
1321,room,2,0,0
1322,rotasi,0,1,0
1323,roti,0,1,0
1324,round,2,0,0
1325,ruang,0,4,0
1326,ruin,3,0,0
1327,rule,3,0,0
1328,ruled,3,0,0
1329,rumah,0,8,0
1330,rumahku,0,1,0
1331,run,4,0,0
1332,running,3,0,0
1333,runtuhkan,0,1,0
1334,rupanya,0,1,0
1335,rust,2,0,0
1336,saat,0,39,0
1337,saatnya,0,3,0
1338,sabda,0,1,0
1339,sacrifice,1,0,0
1340,sad,4,0,0
1341,sadar,0,4,0
1342,sadarkah,0,4,0
1343,sadness,1,0,0
1344,said,6,0,0
1345,saint,2,0,0
1346,saja,0,18,0
1347,sakit,0,8,0
1348,salt,1,0,0
1349,salty,1,0,0
1350,sama,0,10,0
1351,samar,0,2,0
1352,sampai,0,16,0
1353,sampaikan,0,4,0
1354,sampingku,0,3,0
1355,sampingmu,0,1,0
1356,samudra,0,5,0
1357,sana,0,1,0
1358,sanake,0,1,0
1359,sand,1,0,0
1360,sandaran,0,1,0
1361,sang,0,14,0
1362,sangat,0,7,0
1363,sanggup,0,11,0
1364,sapi,0,1,0
1365,sat,1,0,0
1366,satu,0,6,0
1367,satukan,0,1,0
1368,satusatunya,0,7,0
1369,save,2,0,0
1370,saw,1,0,0
1371,say,31,0,0
1372,sayang,0,5,0
1373,sayangku,0,5,0
1374,sayangmu,0,1,0
1375,sayap,0,2,0
1376,sayapku,0,1,0
1377,sayin,2,0,0
1378,sbelum,0,1,0
1379,scared,2,0,0
1380,scene,1,0,0
1381,school,1,0,0
1382,screen,1,0,0
1383,sea,1,0,0
1384,seakan,0,3,0
1385,seandainya,0,8,0
1386,searah,0,1,0
1387,sebab,0,3,0
1388,sebaik,0,2,0
1389,sebelum,0,3,0
1390,second,4,0,0
1391,secret,2,0,0
1392,sedalam,0,3,0
1393,sedang,0,2,0
1394,sederhana,0,3,0
1395,sedih,0,1,0
1396,sedikit,0,5,0
1397,see,9,0,0
1398,seeking,2,0,0
1399,seerateratnya,0,3,0
1400,segalanya,0,1,0
1401,segampang,0,3,0
1402,seguling,0,1,0
1403,sehat,0,2,0
1404,seindah,0,4,0
1405,seisi,0,3,0
1406,sejak,0,3,0
1407,sejenak,0,5,0
1408,sekali,0,4,0
1409,sekarang,0,1,0
1410,sekedar,0,2,0
1411,sekeras,0,1,0
1412,selain,0,1,0
1413,selalu,0,9,0
1414,selama,0,6,0
1415,selamanya,0,3,0
1416,selamat,0,6,0
1417,selesai,0,2,0
1418,sell,1,0,0
1419,seluruh,0,3,0
1420,semar,0,1,0
1421,sembuh,0,4,0
1422,sembuhkan,0,2,0
1423,sembunyi,0,1,0
1424,semoga,0,3,0
1425,sempat,0,3,0
1426,semprong,0,1,0
1427,sempurna,0,14,0
1428,sempurnanya,0,3,0
1429,semu,0,2,0
1430,semua,0,28,0
1431,semuaa,0,1,0
1432,semuanya,0,7,0
1433,semudah,0,2,0
1434,semula,0,1,0
1435,sendiri,0,13,0
1436,sengkuni,0,12,0
1437,sengsara,0,1,0
1438,senja,0,4,0
1439,sense,2,0,0
1440,senyuman,0,1,0
1441,senyumku,0,3,0
1442,seolah,0,1,0
1443,sepahit,0,1,0
1444,separuhnya,0,2,0
1445,sepenuh,0,1,0
1446,seperti,0,25,0
1447,sepertimu,0,3,0
1448,sepi,0,2,0
1449,serba,0,1,0
1450,serenity,2,0,0
1451,sesaatmu,0,5,0
1452,sesal,0,1,0
1453,sesalku,0,1,0
1454,setan,0,1,0
1455,setelah,0,2,0
1456,setengah,0,3,0
1457,setia,0,8,0
1458,setiap,0,6,0
1459,setting,1,0,0
1460,setulus,0,1,0
1461,share,2,0,0
1462,shattered,1,0,0
1463,shield,3,0,0
1464,shine,9,0,0
1465,shit,6,0,0
1466,shot,1,0,0
1467,shoved,1,0,0
1468,show,4,0,0
1469,showing,1,0,0
1470,sialsialnya,0,1,0
1471,siangnya,0,1,0
1472,siapa,0,1,0
1473,siasia,0,2,0
1474,side,1,0,0
1475,sight,1,0,0
1476,sign,1,0,0
1477,silver,1,0,0
1478,sin,3,0,0
1479,since,1,0,0
1480,sing,2,0,0
1481,singing,5,0,0
1482,sini,0,12,0
1483,sisa,0,3,0
1484,skali,0,2,0
1485,skeptical,2,0,0
1486,skin,5,0,0
1487,sky,2,0,0
1488,slalu,0,11,0
1489,slama,0,2,0
1490,slamanya,0,1,0
1491,sleep,1,0,0
1492,sleepin,1,0,0
1493,slow,1,0,0
1494,small,7,0,0
1495,smile,3,0,0
1496,smiled,1,0,0
1497,smiling,1,0,0
1498,snow,1,0,0
1499,sober,2,0,0
1500,sold,1,0,0
1501,somebody,6,0,0
1502,someone,4,0,0
1503,something,5,0,0
1504,sometimes,2,0,0
1505,song,9,0,0
1506,sore,0,1,0
1507,sosok,0,3,0
1508,soul,2,0,0
1509,sound,1,0,0
1510,space,4,0,0
1511,spend,1,0,0
1512,spent,2,0,0
1513,sperti,0,6,0
1514,spiritus,0,1,0
1515,spit,1,0,0
1516,square,1,0,0
1517,sriwedari,0,1,0
1518,stand,1,0,0
1519,star,5,0,0
1520,starin,1,0,0
1521,staring,2,0,0
1522,started,1,0,0
1523,stay,11,0,0
1524,stead,1,0,0
1525,still,8,0,0
1526,sting,1,0,0
1527,stitch,1,0,0
1528,stop,1,0,0
1529,story,1,0,0
1530,stranger,1,0,0
1531,street,3,0,0
1532,strike,1,0,0
1533,string,1,0,0
1534,stunning,1,0,0
1535,stupid,4,0,0
1536,suara,0,3,0
1537,suaramu,0,3,0
1538,suatu,0,2,0
1539,sudah,0,15,0
1540,sudut,0,1,0
1541,sukma,0,1,0
1542,sulit,0,5,0
1543,sungai,0,1,0
1544,sungguh,0,5,0
1545,sunrise,2,0,0
1546,sunset,2,0,0
1547,sure,6,0,0
1548,surrounded,1,0,0
1549,surut,0,1,0
1550,swam,1,0,0
1551,sweep,1,0,0
1552,sword,3,0,0
1553,syukurilah,0,1,0
1554,tagline,1,0,0
1555,tahu,0,32,0
1556,tahukah,0,3,0
1557,tahun,0,2,0
1558,tahunku,0,1,0
1559,tak,0,139,0
1560,take,7,0,0
1561,takkan,0,28,0
1562,taksu,0,1,0
1563,takuttakut,0,1,0
1564,talk,1,0,0
1565,talking,4,0,0
1566,tally,5,0,0
1567,tampak,0,1,0
1568,tanah,0,1,0
1569,tangan,0,1,0
1570,tanganku,0,1,0
1571,tanganmu,0,4,0
1572,tangannya,0,2,0
1573,tanpa,0,17,0
1574,tanpamu,0,4,0
1575,tapi,0,14,0
1576,tau,0,6,0
1577,tawa,0,1,0
1578,tawamu,0,3,0
1579,tear,2,0,0
1580,telah,0,16,0
1581,tell,6,0,0
1582,teman,0,1,0
1583,temanku,0,1,0
1584,tempat,0,5,0
1585,tempatku,0,2,0
1586,tempo,4,0,0
1587,temui,0,2,0
1588,temukan,0,2,0
1589,tenan,0,1,0
1590,tengah,0,3,0
1591,tenggelam,0,3,0
1592,tentang,0,5,0
1593,tentangku,0,2,0
1594,tentangnya,0,1,0
1595,tentu,0,2,0
1596,tentukan,0,1,0
1597,tepat,0,1,0
1598,terancam,0,1,0
1599,terang,0,1,0
1600,terasa,0,2,0
1601,terbagi,0,1,0
1602,terbang,0,4,0
1603,terbangun,0,1,0
1604,terberat,0,3,0
1605,terbiasa,0,3,0
1606,terbuka,0,1,0
1607,tercantik,0,1,0
1608,tercipta,0,1,0
1609,terdiam,0,1,0
1610,terendam,0,2,0
1611,tergambar,0,1,0
1612,terganti,0,3,0
1613,tergetar,0,1,0
1614,terguling,0,2,0
1615,terikat,0,3,0
1616,terima,0,3,0
1617,terindah,0,2,0
1618,teringat,0,5,0
1619,terjadi,0,6,0
1620,terjaga,0,3,0
1621,terjatuh,0,1,0
1622,terjebak,0,1,0
1623,terkadang,0,2,0
1624,terkalibrasi,0,5,0
1625,terkesan,0,1,0
1626,terkunci,0,1,0
1627,terlalu,0,6,0
1628,terlanjur,0,3,0
1629,terlena,0,1,0
1630,terlihat,0,1,0
1631,terluka,0,11,0
1632,ternyaman,0,1,0
1633,ternyata,0,4,0
1634,terobati,0,4,0
1635,terpesona,0,1,0
1636,terpikir,0,1,0
1637,terpikirkan,0,3,0
1638,terpisah,0,1,0
1639,tersadar,0,1,0
1640,tersenyum,0,5,0
1641,tersesat,0,1,0
1642,tersiksa,0,2,0
1643,tersimpan,0,2,0
1644,tersipu,0,3,0
1645,tersisa,0,3,0
1646,tertahan,0,2,0
1647,tertawa,0,4,0
1648,tertawamu,0,3,0
1649,tertawan,0,3,0
1650,tertikam,0,3,0
1651,tertipu,0,1,0
1652,terus,0,3,0
1653,tetes,0,3,0
1654,text,2,0,0
1655,thats,6,0,0
1656,thelathelo,0,1,0
1657,therapist,2,0,0
1658,there,6,0,0
1659,thing,19,0,0
1660,think,5,0,0
1661,thinkin,2,0,0
1662,thinking,3,0,0
1663,though,9,0,0
1664,thought,4,0,0
1665,thuyul,0,1,0
1666,tiap,0,4,0
1667,tiba,0,3,0
1668,tidur,0,5,0
1669,tikus,0,2,0
1670,til,3,0,0
1671,time,16,0,0
1672,tinggal,0,5,0
1673,tinggalkan,0,9,0
1674,tinggi,0,2,0
1675,tired,3,0,0
1676,tlah,0,14,0
1677,together,2,0,0
1678,told,1,0,0
1679,tonight,9,0,0
1680,took,2,0,0
1681,topi,0,1,0
1682,touch,1,0,0
1683,trade,1,0,0
1684,treasure,1,0,0
1685,tried,2,0,0
1686,trima,0,1,0
1687,true,2,0,0
1688,trus,0,1,0
1689,truth,4,0,0
1690,try,4,0,0
1691,tryin,1,0,0
1692,tua,0,2,0
1693,tuan,0,2,0
1694,tuanya,0,1,0
1695,tubuh,0,1,0
1696,tuhan,0,5,0
1697,tujuan,0,1,0
1698,tujuh,0,2,0
1699,tuk,0,24,0
1700,tulu,0,1,0
1701,turn,3,0,0
1702,turun,0,1,0
1703,tutur,0,3,0
1704,tv,1,0,0
1705,twice,4,0,0
1706,two,1,0,0
1707,uh,2,0,0
1708,uhhuoh,0,1,0
1709,uhoh,0,1,0
1710,uhohuhoh,0,1,0
1711,uhuh,0,5,0
1712,uhuhuh,0,1,0
1713,uhwooh,0,1,0
1714,ujung,0,5,0
1715,ujungnya,0,3,0
1716,ukir,0,4,0
1717,ulang,0,1,0
1718,umbul,0,1,0
1719,unfamiliar,1,0,0
1720,ungkapan,0,1,0
1721,unhappy,1,0,0
1722,unless,3,0,0
1723,unpack,1,0,0
1724,untukku,0,7,0
1725,untukmu,0,6,0
1726,untuknya,0,5,0
1727,upon,1,0,0
1728,usai,0,7,0
1729,used,6,0,0
1730,usir,0,1,0
1731,vacuum,2,0,0
1732,voice,1,0,0
1733,vu,1,0,0
1734,wait,6,0,0
1735,waiting,4,0,0
1736,wake,3,0,0
1737,waktu,0,14,0
1738,waktuku,0,5,0
1739,waktunya,0,1,0
1740,walau,0,14,0
1741,walk,3,0,0
1742,wall,2,0,0
1743,wangi,0,2,0
1744,wanita,0,1,0
1745,wanna,50,0,0
1746,want,25,0,0
1747,wanted,1,0,0
1748,warna,0,5,0
1749,warnai,0,1,0
1750,warnawarni,0,1,0
1751,warned,1,0,0
1752,waste,2,0,0
1753,watch,3,0,0
1754,watched,1,0,0
1755,way,23,0,0
1756,wear,1,0,0
1757,wedhus,0,2,0
1758,weird,1,0,0
1759,well,4,0,0
1760,went,1,0,0
1761,were,15,0,0
1762,werе,1,0,0
1763,whoaoh,1,0,0
1764,wicked,1,0,0
1765,wild,1,0,0
1766,wind,2,0,0
1767,window,6,0,0
1768,wintertime,1,0,0
1769,wish,12,0,0
1770,without,1,0,0
1771,woahohoh,4,0,0
1772,wondering,2,0,0
1773,wont,1,0,0
1774,wooh,0,1,0
1775,woohoh,0,1,0
1776,woohohho,0,1,0
1777,woohohohho,0,1,0
1778,word,5,0,0
1779,workin,2,0,0
1780,world,6,0,0
1781,worth,1,0,0
1782,would,32,0,0
1783,wound,1,0,0
1784,write,1,0,0
1785,writing,2,0,0
1786,wrong,15,0,0
1787,wrote,1,0,0
1788,ya,1,3,0
1789,yakin,0,1,0
1790,yakinkan,0,1,0
1791,yakinkanku,0,2,0
1792,yeah,24,0,0
1793,yellow,5,0,0
1794,yen,0,1,0
1795,yes,1,0,0
1796,yet,1,0,0
1797,갔단다,0,0,5
1798,것은,0,0,1
1799,괜찮아,0,0,2
1800,괜찮을까,0,0,2
1801,구름,0,0,2
1802,꽃잎처럼,0,0,1
1803,꽃피웠던,0,0,1
1804,꽃향기만,0,0,6
1805,나니까,0,0,1
1806,나비처럼,0,0,1
1807,날아가,0,0,2
1808,남기고,0,0,5
1809,남아,0,0,1
1810,내겐,0,0,1
1811,너니까,0,0,1
1812,너에게서,0,0,1
1813,너와,0,0,2
1814,눈빛이,0,0,1
1815,도레미,0,0,1
1816,뒤는,0,0,1
1817,듯이,0,0,1
1818,떨어져,0,0,1
1819,또한,0,0,1
1820,뜨거웠지만,0,0,1
1821,라일락,0,0,1
1822,만큼,0,0,1
1823,모두,0,0,1
1824,몫이니까,0,0,1
1825,못한,0,0,1
1826,미련이란,0,0,1
1827,미칠,0,0,1
1828,바람에,0,0,1
1829,변했지,0,0,1
1830,봄비에,0,0,1
1831,봄은,0,0,1
1832,부는,0,0,1
1833,붉게,0,0,2
1834,살랑살랑,0,0,1
1835,시간도,0,0,1
1836,안녕,0,0,1
1837,않은,0,0,1
1838,어쩌면,0,0,1
1839,없이,0,0,2
1840,예쁜,0,0,2
1841,오지만,0,0,1
1842,우린,0,0,1
1843,이끌려,0,0,1
1844,이름의,0,0,1
1845,이제,0,0,1
1846,이젠,0,0,1
1847,잎새,0,0,1
1848,잡지,0,0,2
1849,절대,0,0,1
1850,짓밟혀진,0,0,1
1851,착했던,0,0,1
1852,처참하게,0,0,1
1853,타버려진,0,0,2
1854,파란,0,0,1
1855,하나,0,0,1
1856,하나뿐인,0,0,1
1857,하얀,0,0,1
1858,활짝,0,0,1
