Column1,id,track,artist,lyrics,language,translate
22,3nHxZEe1dT7zs73DG6pNll,Usai,Tiara Andini,"Mungkin inilah waktunya
Mungkin inilah saatnya
Aku mengerti rasa sesal
Saat ada yang pergi menghilang

Kau datang mengukir luka
Yang sayang ′tuk dilupakan
Kau pergi tanpa mengajarkan
Cara 'tuk merelakanmu

Usai sudah semua cerita
Yang t′lah kita ukir berdua
Meninggalkan dirimu adalah
Hal terberat yang harus kujalani

Aku memang kehilangan
Kamu yang sangat kucintai
Namun, kau telah kehilangan
Aku yang sangat mencintaimu

(Ho-oh) uh-oh

Ku akan terus belajar 'tuk melupakan kamu
Yang begitu mudah melupakanku
Ho-oh

Usai sudah semua cerita
Yang t'lah kita ukir berdua
Meninggalkan dirimu adalah
Hal terberat yang harus kujalani

Aku memang kehilangan
Kamu yang sangat kucintai
Namun, kau telah kehilangan
Aku yang sangat mencintaimu

(Usai sudah semua cerita) oh-ho
(Yang t′lah kita ukir berdua) uh-oh-uh-oh
Meninggalkan dirimu adalah
Hal terberat yang harus kujalani

Aku memang kehilangan
Kamu yang sangat kucintai
Namun, kau telah kehilangan
Aku yang sangat mencintaimu, hu-oh

Aku yang sangat mencintaimu",id,"Maybe this is the time
Maybe this is the time
I understand regret
When someone goes away

You came to carve a wound
Who loves ′ to be forgotten
You left without teaching
How to 'to give up you

After all the stories
Which we carved together
Leaving yourself is
The toughest thing to go through

I really lost
You I really love
However, you have lost
I love you so much

(Ho-Oh) UH-OH

I will continue to learn 'to forget you
Which is so easy to forget me
Ho-oh

After all the stories
Which we carved together
Leaving yourself is
The toughest thing to go through

I really lost
You I really love
However, you have lost
I love you so much

(After all the stories) Oh-ho
(Which we carved together) UH-OH-AH-OH
Leaving yourself is
The toughest thing to go through

I really lost
You I really love
However, you have lost
I really love you, hu-oh

I love you so much"
23,1dQQ2QlnvXUehsRUrukKmf,Right Now,One Direction,"Lights go down, and the night is calling to me, yeah
I hear voices singing songs in the street
And I know that we won′t be going home for so long, for so long
But I know that I won't be on my own, yeah
I love this feeling and

Right now
I wish you were here with me (Oh-ooh)
′Cause right now
Everything is new to me (Oh-ooh)
You know I can't fight the feeling
And every night I feel it
Right now
I wish you were here with me (Oh-ooh)

Late night spaces
With all our friends, you and me, yeah
Love these faces
Just like how it used to be
And we won't be going home
For so long, for so long
But I know, I won′t be on my own
On my own, I′m feeling like

Right now
I wish you were here with me (Oh-ooh)
'Cause right now
Everything is new to me (Oh-ooh)
You know I can′t fight the feeling
And every night I feel it
Right now
I wish you were here with me (Oh-ooh)

And I could do this forever (Woah-oh-oh, woah-oh-oh)
And let's go crazy together (Woah-oh-oh, woah-oh-oh)
Lights go down, and
I hear you calling to me, yeah

Right now
I wish you were here with me (Oh-ooh)
′Cause right now
Everything is new to me (Oh-ooh)
You know I can't fight the feeling
And every night I feel it
Right now
I wish you were here with me (Oh-ooh)",en,"Lights go down, and the night is calling to me, yeah
I hear voices singing songs in the street
And I know that we won′t be going home for so long, for so long
But I know that I won't be on my own, yeah
I love this feeling and

Right now
I wish you were here with me (Oh-ooh)
′Cause right now
Everything is new to me (Oh-ooh)
You know I can't fight the feeling
And every night I feel it
Right now
I wish you were here with me (Oh-ooh)

Late night spaces
With all our friends, you and me, yeah
Love these faces
Just like how it used to be
And we won't be going home
For so long, for so long
But I know, I won′t be on my own
On my own, I′m feeling like

Right now
I wish you were here with me (Oh-ooh)
'Cause right now
Everything is new to me (Oh-ooh)
You know I can′t fight the feeling
And every night I feel it
Right now
I wish you were here with me (Oh-ooh)

And I could do this forever (Woah-oh-oh, woah-oh-oh)
And let's go crazy together (Woah-oh-oh, woah-oh-oh)
Lights go down, and
I hear you calling to me, yeah

Right now
I wish you were here with me (Oh-ooh)
′Cause right now
Everything is new to me (Oh-ooh)
You know I can't fight the feeling
And every night I feel it
Right now
I wish you were here with me (Oh-ooh)"
24,6Iq3sgLVrqqZfRitLaeHkn,Sisa Rasa,Mahalini,"Ha-ah-ah-ah

Melihatmu bahagia, satu hal yang terindah
Anug′rah cinta yang pernah kupunya
Kau buatku percaya ketulusan cinta
Seakan kisah sempurna 'kan tiba

Masih jelas teringat pelukanmu yang hangat
Seakan semua tak mungkin menghilang
Kini hanya kenangan yang telah kau tinggalkan
Tak tersisa lagi waktu bersama

Mengapa masih ada
Sisa rasa di dada
Di saat kau pergi begitu saja?
Mampukah ku bertahan
Tanpa hadirmu, sayang?
Tuhan, sampaikan rindu untuknya (rindu untuknya)

Masih jelas teringat (jelas teringat) pelukanmu yang hangat
Seakan semua tak mungkin menghilang (menghilang)
Kini hanya kenangan yang t′lah kau tinggalkan
Tak tersisa lagi waktu bersama (waktu bersama)

Mengapa masih ada
Sisa rasa di dada
Di saat kau pergi begitu saja? (Begitu saja)
Mampukah ku bertahan
Tanpa hadirmu, sayang?
Tuhan, sampaikan rindu untuknya

(Masih tersimpan) Oh, masih tersimpan
Setiap kеnangan, ho-wo-wo-oh
Semua cinta yang kau beri
Kau takkan terganti

Mеngapa masih ada (masih ada)
Sisa rasa di dada (rasa di dada)
Di saat kau pergi begitu saja?
Mampukah ku bertahan
(Tanpa hadirmu, sayang?)
Tuhan, sampaikan rindu untuknya

Sampaikan rinduku untuknya",id,"Ha-ah-ah-ah

See you happy, one of the most beautiful things
Anug′rah love I have ever
You make me trust the sincerity of love
As if the perfect story arrived

Still clearly remembered your warm hug
As if everything could not disappear
Now only the memories you have left
There is no time remaining together

Why is it still there
The remaining taste in the chest
When you just leave?
Can I survive
Without your presence, honey?
God, say longing for him (longing for him)

Still clearly remembered (clearly remembered) your warm hug
As if everything is impossible to disappear (disappear)
Now only memories that you leave
No time left together (time together)

Why is it still there
The remaining taste in the chest
When you just leave? (Just like that)
Can I survive
Without your presence, honey?
God, say longing for him

(Still stored) Oh, still stored
Every time, Ho-Wo-Wo-Oh
All the love you gave
You are irreplaceable

Why is it still (still there)
The remaining taste in the chest (taste in the chest)
When you just leave?
Can I survive
(Without your presence, honey?)
God, say longing for him

Convey my longing for him"
25,4GfK1qOF3uBWidbPlTCQRL,Monokrom,Tulus,"Lembaran foto hitam-putih
Aku coba ingat lagi warna bajumu kala itu
Kali pertama di hidupku
Manusia lain memelukku

Lembaran foto hitam-putih
Aku coba ingat lagi wangi rumah di sore itu
Kue cokelat, balon warna-warni
Pesta hari ulang tahunku

Di mana pun kalian berada
Kukirimkan terima kasih
Untuk warna dalam hidupku dan banyak kenangan indah
Kau melukis aku

Lembaran foto hitam-putih
Kembali teringat malam, kuhitung-hitung bintang
Saat mataku sulit tidur, mm-mm
Suaramu buatku lelap, mm-mm

Di mana pun kalian berada
Kukirimkan terima kasih
Untuk warna dalam hidupku dan banyak kenangan indah
Kau melukis aku

Kita tak pernah tahu
Berapa lama kita diberi waktu
Jika aku pergi lebih dulu, jangan lupakan aku
Ini lagu untukmu, ungkapan terima kasihku

Lembar monokrom hitam-putih
Aku coba ingat warna demi warna di hidupku
Tak akan ku mengenal cinta
Bila bukan kar′na hati baikmu",id,"Black and White Photo Sheet
I tried to remember the color of your clothes at that time
The first time in my life
Other humans hugged me

Black and White Photo Sheet
I tried to remember the fragrance of the house that afternoon
Chocolate cake, colorful balloon
My birthday party

Wherever you are
I send you thank you
For the colors in my life and many beautiful memories
You paint me

Black and White Photo Sheet
Recepted the night again, I calculated the stars
When my eyes have difficulty sleeping, MM-MM
Your voice for me is sleepless, mm-mm

Wherever you are
I send you thank you
For the colors in my life and many beautiful memories
You paint me

We never know
How long we are given time
If I go first, don't forget me
This is a song for you, an expression of my gratitude

Black-white monochrome sheet
I try to remember the color by color in my life
I will not know love
If not kar′na your heart is good"
26,2hHeGD57S0BcopfVcmehdl,Hati-Hati di Jalan,Tulus,"Perjalanan membawamu
Bertemu denganku, ku bertemu kamu
Sepertimu yang kucari
Konon aku juga s′perti yang kaucari

Kukira kita Asam dan Garam
Dan kita bertemu di Belanga
Kisah yang ternyata tak seindah itu

Kukira kita akan bersama
Begitu banyak yang sama
Latarmu dan latarku

Kukira takkan ada kendala
Kukira ini 'kan mudah
Kau-aku jadi kita

Kasih sayangmu membekas
Redam kini sudah pijar istimewa
Entah apa maksud dunia
Tentang ujung cerita, kita tak bersama

Semoga rindu ini menghilang
Konon katanya waktu sembuhkan
Akan adakah lagi yang sepertimu?

Kukira kita akan bersama
Begitu banyak yang sama
Latarmu dan latarku

Kukira takkan ada kendala
Kukira ini ′kan mudah
Kau-aku jadi kita

Kau melanjutkan perjalananmu
Ku melanjutkan perjalananku
Uh-uh, uh-uh

Kukira kita akan bersama
Begitu banyak yang sama
Latarmu dan latarku

Kukira takkan ada kendala
Kukira ini 'kan mudah
Kau-aku jadi kita
Kukira kita akan bersama

Hati-hati di jalan",id,"The journey takes you
Meet me, I met you
Like you I was looking for
It is said that I am also like you're looking for

I thought we were sour and salt
And we meet in Belanga
The story that was not as beautiful as that

I thought we would be together
So many are the same
Your background and my background

I thought there would be no obstacles
I guess this is easy
You-I became us

Your affection imprints
Redam is now a special incandescent
Who knows what the world meant
About the end of the story, we are not together

I hope this longing disappears
It is said that he cured
Will there be more like you?

I thought we would be together
So many are the same
Your background and my background

I thought there would be no obstacles
I guess this is easy
You-I became us

You continue your journey
I continued my journey
Uh-uh, uh-uh

I thought we would be together
So many are the same
Your background and my background

I thought there would be no obstacles
I guess this is easy
You-I became us
I thought we would be together

Be careful on the way"
27,22k5lgD5F7Pc7BodEMzDrY,Saat Kau Telah Mengerti,Virgoun,"Nak, bila suatu saat kau dengarkan lagu ini
Dan aku sudah tak ada lagi di sampingmu
Kau akan mengerti
Mengapa begitu menyebalkannya ku di matamu

Nak, jika saat nanti kau telah hidup sendiri
Dan dunia ternyata tak seperti harapanmu
Ku ada di sini
Menjadi rumah yang s′lalu menanti kepulanganmu

Kelak kau 'kan jadi orang tua seperti aku
Yang ingin anakmu bahagia dengan hidupnya

Bila bentakan kecilku patahkan hatimu
Lebih keras dari itu, dunia ′kan menghakimimu
Kubentuk dirimu menjadi engkau hari ini
Kau harus kuat, kau harus hebat
Permata hatiku

Nak, 'kan tiba waktu kau harus tentukan jalanmu
Yang mungkin tak searah dan indah di mataku
'Pabila terjadi
Berjanjilah kau akan s′lalu menjadi dirimu sendiri

Kelak kau ′kan jadi orang tua seperti aku
Yang ingin anakmu berkuasa atas hidupnya

Bila bentakan kecilku patahkan hatimu
Lebih keras dari itu, dunia 'kan menghakimimu
Kubentuk dirimu menjadi engkau hari ini
Kau harus kuat, kau harus hebat
Permata hatiku

Bila bentakan kecilku patahkan hatimu
Lebih keras dari itu, dunia ′kan menghakimimu
Kubentuk dirimu menjadi engkau hari ini
Kau harus kuat, kau harus hebat

Aku adalah jemari dan ibumu penanya
Dan kaulah puisi terindah yang pernah tercipta
Semoga belaian kasihku lembutkan hatimu

Kau harus megah, kau harus indah
Kau harus kuat, kau harus hebat
Permata hatiku",id,"Son, if one day you listen to this song
And I'm no longer beside you
You will understand
Why so annoying me in your eyes

Son, if later you have lived alone
And the world turned out not to be your hope
I'm here
Become a su always waiting for your return

Someday you will be a parent like me
What your child wants to be happy with his life

When my little screams break your heart
Harder than that, the world is judging you
I formed yourself to be you today
You have to be strong, you have to be great
My heart gem

Son, right when you have to determine your path
Which may not be in the same direction and beautiful in my eyes
'Pabila occurs
Promise you will be your own

Someday you ′ will be a parent like me
Who wants your child to be in power over his life

When my little screams break your heart
Harder than that, the world is judging you
I formed yourself to be you today
You have to be strong, you have to be great
My heart gem

When my little screams break your heart
Harder than that, the world is judging you
I formed yourself to be you today
You have to be strong, you have to be great

I am the fingers and your mother of the questioner
And you are the most beautiful poetry ever created
I hope the caress of my love softly your heart

You have to be magnificent, you have to be beautiful
You have to be strong, you have to be great
My heart gem"
28,5zsVcDTZEKISPTCLYiTdwb,L,Hal,"Sungguh tak terasa
Sudah tujuh tahun
Rotasi waktu hidupku

Binar mata yang membiru
Hari-hari yang lesu
Aku menunggu kamu

Selalu aku lihat belakang punggungmu
Di saat kau lihat belakang punggung pria lain
Menunggu kau menoleh dan berlari ke arahku
Dan memelukku seerat-eratnya

Sudah aku coba
Untuk menghapusmu
Naifku hanya jelaga

Di rindu pada siapa
Ku masih merasakannya
Kamu masih penyebabnya

Selalu aku lihat belakang punggungmu
Di saat kau lihat belakang punggung pria lain
Menunggu kau menoleh dan berlari ke arahku
Dan memelukku seerat-eratnya

Selalu aku lihat belakang punggungmu
Di saat kau lihat belakang punggung pria lain
Menunggu kau menoleh dan berlari ke arahku
Dan memelukku seerat-eratnya

Mencoba berdamai dengan diriku
Tapi kau s′lalu tahu itu, bagaimana mungkin?
Ketika kau masih jadi satu-satunya alasanku menunggu
Di lini waktuku

Sungguh tak terasa
Sudah tujuh tahun
Habiskan masa mudaku

Hanya untuk membuatmu
Terkesan kepadaku
Begitu bodohnya aku",id,"Really not felt
It's been seven years
Rotation of my life time

Turn blue eyes
Lethargic days
I am waiting for you

I always see the back of your back
When you see the back of another man's back
Waiting for you to turn and run towards me
And hugged me as tight as possible

I tried
To delete you
My naive is just soot

In miss who
I still feel it
You are still the cause

I always see the back of your back
When you see the back of another man's back
Waiting for you to turn and run towards me
And hugged me as tight as possible

I always see the back of your back
When you see the back of another man's back
Waiting for you to turn and run towards me
And hugged me as tight as possible

Trying to make peace with me
But you always know that, how is it possible?
When you were still the only reason I waited
In my time

Really not felt
It's been seven years
Spend my youth

Just to make you
Impressed to me
So stupid me"
29,6raMBnVBIvvUngMLyDdzyP,Rumah Singgah,Fabio Asher,"Saat hatimu terluka
Akulah yang menemanimu
Membasuh air matamu

Namun, mengapa ketika
Hatimu t′lah tersenyum lagi
Aku yang kaulupa?

Tak sadarkah selama ini
Ku juga s'lalu menginginkanmu?

Mengapa sulit
Untuk ku bisa miliki hatimu?
Bahkan s′lama ini
Hadirku tak berharga untukmu

Yang terjadi kini
Ku hanya rumah persinggahanmu di saat kau terluka
Dan di saat semuanya reda
Kau menghilang begitu saja

Jika memang ini tak ada harapan
Mengapa aku yang harus jadi tujuan?
Saat hatimu terluka, aku yang jadi obatnya
Tanpa pernah kauhargai cinta dan kasih yang setulus ini

Mengapa sulit

Mengapa sulit
Untuk ku bisa miliki hatimu?
Bahkan s'lama ini
Hadirku tak berharga untukmu, ho-ho-ho

Yang terjadi kini
Ku hanya rumah persinggahanmu di saat kau terluka
Dan di saat semuanya reda
Kau menghilang begitu saja

Dan di saat semuanya reda
Kau menghilang begitu saja",id,"When your heart is injured
I'm the one who accompanies you
Wash your tears

However, why when
Your heart is smiling again
I'm the one who is?

Unconscious all this time
I also want you too?

Why is it difficult
For me can have your heart?
Even this time
My presence is worthless to you

What is happening now
I'm just your stopover when you were injured
And when everything subsides
You just disappeared

If there really is no hope
Why should I be the destination?
When your heart is injured, I became the cure
Without ever appreciating this sincere love and love

Why is it difficult

Why is it difficult
For me can have your heart?
Even this time
My presence is worthless to you, Ho-ho-ho

What is happening now
I'm just your stopover when you were injured
And when everything subsides
You just disappeared

And when everything subsides
You just disappeared"
30,4z6FksNI6MLCDTHrNJXhO0,Semata Karenamu,Mario G klau,"Apalah arti cinta yang indah
Apalah arti cinta dan sayang
S′lalu terhalang masalah lama
Tentang rasa percaya

Hati yang kujaga s'lalu
Untuk dirimu yang mengeluh
Tentang pribadi yang s′lalu salah
Di pandanganmu, Sayang

Tapi ku tetap t'rus melangkah
Kar'na ku tak mau berpisah
Hilangkan semua
Curiga yang membuat kita t′rus berjarak

Percayalah pada diriku
Ku ′kan s'lalu menjagamu
Hingga akhir hidupku

Malam, bantu aku ′tuk luluhkan dia
Bintang, bantu aku 'tuk tenangkan dia
Dari rasa cemburu, dari rasa curiga
Kar′na hati ini kusimpan hanya untukmu

Tenangkan dirimu, kau terlalu jauh
Sebenarnya, aku tak seburuk itu
Semua perjuanganku di belakang dirimu
Semata kar'na ku tak mampu hidup tanpamu

Ho-uh-oh, tapi ku tetap t′rus melangkah
Kar'na ku tak mau berpisah
Hilangkan semua
Curiga yang membuat kita t'rus berjarak

Percayalah pada diriku
Ku ′kan selalu menjagamu
Ho-oh-oh-uh

Uh-uh-oh-uh-uh

Malam, bantu aku (bantu aku) luluhkan dia (luluhkan dia)
Bintang, bantu aku (bantu aku) ′tuk tenangkan dia
Dari rasa cemburu, dari rasa curiga
Kar'na hati ini kusimpan hanya untukmu

(Tenangkan dirimu, kau terlalu jauh) hu-uh-oh
(Sebenarnya, aku tak seburuk itu) diriku tak seburuk itu
(Semua perjuanganku) di belakang dirimu
Semata kar′na ku tak mampu hidup tanpamu

Semata kar'na ku tak mampu hidup tanpamu",id,"What's the meaning of beautiful love
What's the meaning of love and affection
Sau always obstructed an old problem
About trust

The heart that I guide is always
For you who complain
About the person who is always wrong
In your sight, dear

But I still t'rus stepped
Kar'na I don't want to separate
Eliminate all
Suspicious that makes us T's away

Believe me
I ′ is always looking after you
Until the end of my life

Night, help me ′ to do him
Star, help me 'to calm him down
From jealousy, from suspicion
I keep this heart only for you

Calm yourself, you're too far
Actually, I'm not that bad
All my struggle behind you
Solely kar'na I can't be able to live without you

Ho-uh-oh, but I still taught
Kar'na I don't want to separate
Eliminate all
Suspicious that makes us T'Rus distance

Believe me
I always take care of you
Ho-oh-oh-uh

Uh-uh-oh-uh-uh

Night, help me (help me) Run him (melt him)
Star, help me (help me) ′ to calm him down
From jealousy, from suspicion
I keep this heart only for you

(Calm yourself, you're too far) hu-uh-oh
(Actually, I'm not that bad) I am not that bad
(All my struggle) behind you
Kar′na I can't be able to live without you

Solely kar'na I can't be able to live without you"
31,2UgCs0i0rNHUH2jKE5NZHE,Sempurna,Andra & The Backbone,"Kau begitu sempurna
Dimataku kau begitu indah
Kau membuat diriku akan s′lalu memujamu

Disetiap langkahku
Kukan s'lalu memikirkan dirimu
Tak bisa kubayangkan hidupku tanpa cintamu

Janganlah kau tinggalkan diriku
Takkan mampu menghadapi semuaa
Hanya bersamamu ku akan bisa

Kau adalah darahku
Kau adalah jantungku
Kau adalah hidupku
Lengkapi diriku
Oh sayangku, kau begitu
Sempurna, Sempurna...

Kau genggam tanganku
Saat diriku lemah dan terjatuh
Kau bisikkan kata dan hapus semua sesalku

Janganlah kau tinggalkan diriku
Takkan mampu menghadapi semua
Hanya bersamamu ku akan bisa

Kau adalah darahku
Kau adalah jantungku
Kau adalah hidupku
Lengkapi diriku
Oh sayangku, kau begitu
Sempurna, Sempurna...

Janganlah kau tinggalkan diriku
Takkan mampu menghadapi semua
Hanya bersamamu ku akan bisa

Kau adalah darahku
Kau adalah jantungku
Kau adalah hidupku
Lengkapi diriku
Oh sayangku, kau begitu

Kau adalah darahku (darahhku)
Kau adalah jantungku (jantungku)
Kau adalah hidupku (hidupku)
Lengkapi diriku
Oh sayangku, kau begitu
Sayangku, kau begitu
Sempurna, Sempurna...",id,"You are so perfect
You're so beautiful in my eyes
You make myself will be a long time

Every step
I don't think about you
I can't imagine my life without your love

Don't leave me
Won't be able to face all
Only with you I will be able to

You are my blood
You are my heart
You are my life
Complete myself
Oh my dear, you're so
Perfect, perfect ...

You hold my hand
When I was weak and fell
You whisper and delete all my regrets

Don't leave me
Won't be able to face all
Only with you I will be able to

You are my blood
You are my heart
You are my life
Complete myself
Oh my dear, you're so
Perfect, perfect ...

Don't leave me
Won't be able to face all
Only with you I will be able to

You are my blood
You are my heart
You are my life
Complete myself
Oh my dear, you're so

You are my blood (my blood)
You are my heart (my heart)
You are my life (my life)
Complete myself
Oh my dear, you're so
My dear, you're so
Perfect, perfect ..."
32,0bYVPJvXr8ACmw313cVvhB,Tally,BLACKPINK,"I say ""fuck it"" when I feel it
′Cause no-one's keeping tally, I do what I want with who I like
I ain′t gon' conceal it
While you talking all that shit, I'll be getting mine, getting mine

Don′t apologize for my behavior
If you′re offended, I don't care (yeah)
Staring at me ′stead of staring in the mirror
Little weird how

Everybody tells me to play nice
Everybody judge, but looking twice
But my body don't belong to, nah-ah-ah, none of them though
And I′m not gonna change 'cause you say so

I say ""fuck it"" when I feel it
′Cause no-one's keeping tally, I do what I want with who I like
I ain't gon′ conceal it
While you talking all that shit, I′ll be getting mine, getting mine

Yeah, I say ""fuck it"" when I feel it
'Cause no-one′s keeping tally, I do what I want with who I like
And I ain't gon′ conceal it
I'll just do it like the boys say, I′m getting mine, getting mine

Told me to play it cool, I break the rules, I'm breaking hearts in two
Warned me to make the rules, or play the fool, it ain't that hard to choose
Take apart the ""do""′s and ""don′t""s, and lose the ""won't""s, I′m getting mine
Mines is mine, yours is mine, this is mine, get in line

Sometimes, I like to go play dirty
Just like all of the fuck boys do
That's my choice and there′s no one I'm hurting
When that′s not girly

Everybody tells me to play nice
Everybody judge, but looking twice
But my body don't belong to, nah-uh-uh, none of them though
And I'm not gonna change ′cause you say so

I say ""fuck it"" when I feel it
′Cause no-one's keeping tally, I do what I want with who I like
I ain′t gon' conceal it
While you talking all that shit, I′ll be getting mine, getting mine

Yeah, I say ""fuck it"" when I feel it
'Cause no-one′s keeping tally, I do what I want with who I like
And I ain't gon' conceal it
I′ll just do it like the boys say, I′m getting mine, getting mine

Yeah, I say ""fuck it"" when I feel it
And I ain't gon′ conceal it",id,"I say ""fuck it"" when I feel it
′ Cause No-One's Keeping Tally, I do what I want with who I like
I Ain′t Gon 'Conceal It
While you talk all that shit, I'll get much mine, geting mine

Don′t Apologize for My Behavior
If you′re offended, I don't care (yeah)
Staring at me ′ stead of staring in the mirror
Little Weird How

Everybody tells me to play nice
Everybody judge, but looking twice
But my body don't belong to, nah-ah-ah, none of them though
And i′m not gonna change 'cause you say so

I say ""fuck it"" when I feel it
′ Cause No-One's Keeping Tally, I do what I want with who I like
I ain't gon ′ conceal it
While you talk all that shit, i now be getting mine, geting mine

Yeah, I say ""fuck it"" when I feel it
'Cause No-One ′S Keeping Tally, I do what I want with who I like
And i ain't gon ′ conceal it
I'm just do it like the boys say, i now get mine, geting mine

Told me to play it cool, I break the rules, I'm breaking heart in two
Warned me to make the rules, or play the fool, it ain't that hard to choose
Take apart the ""do"" ′ S and ""Don′t"" S, and Lose the ""Won't"" S, i′m Getting Mine
Mines is mine, yourself is mine, this is mine, get in line

Something, I like to go play dirty
Just like all of the fuck boys do
That's my choice and there ′ no one I'm huring
When that ′s not girly

Everybody tells me to play nice
Everybody judge, but looking twice
But my body don't belong to, nah-uh-uh, none of them though
And i'm not gonna change ′ cause you say so

I say ""fuck it"" when I feel it
′ Cause No-One's Keeping Tally, I do what I want with who I like
I Ain′t Gon 'Conceal It
While you talk all that shit, i now be getting mine, geting mine

Yeah, I say ""fuck it"" when I feel it
'Cause No-One ′S Keeping Tally, I do what I want with who I like
And i ain't gon 'conceal it
I′ll just do it like the boys say, i now get mine, geting mine

Yeah, I say ""fuck it"" when I feel it
And i ain't gon ′ conceal it"
33,4gcQ4sBOIX8s510XrNZQUA,Rahmatun Lil’Alameen,Maher Zain,"يا من صلّيتَ بكل الأنبياء
يا من في قلبكَ رحمةٌ للناس
يا من ألّفتَ قلوبًا بالإسلام
يا حبيبي يا شفيعي يا رسول الله

بأُمّي وأَبي
فدَيتُكَ سيِّدي
صلاةٌ وسلامْ
عليكَ يا نبيّ

حبيبي يا محمد
أتيتَ بالسلام والهُدى محمد
حبيبي يا يا محمد
يا رحمةً للعالمينَ يا محمد

يا من حلَّيتَ حياتَنا بالإيمان
يا من بجمالِك علَّمتَ الإحسان
يا من نوَّرتَ قلوبَنا بالقرآن
يا حبيبي يا شفيعي يا رسول الله

بأُمّي وأَبي
فدَيتُكَ سيِّدي
صلاةٌ وسلامْ
عليكَ يا نبيّ

حبيبي يا محمد
أتيتَ بالسلام والهُدى محمد
حبيبي يا يا محمد
يا رحمةً للعالمينَ يا محمد

صلّى الله على
خاتَمِ الأنبياء

محمد محمد
رحمةٌ للعالمين رحمةٌ للعالمين
محمد محمد
رحمةٌ للعالمين رحمةٌ للعالمين
محمد محمد
رحمةٌ للعالمين رحمةٌ للعالمين

حبيبي يا محمد
أتيتَ بالسلام والهُدى محمد
حبيبي يا يا محمد
يا رحمةً للعالمينَ يا محمد

حبيبي يا يا محمد
أتيتَ بالسلام والهُدى محمد
حبيبي يا يا محمد
يا رحمةً للعالمينَ يا محمد",ar,"O who you prayed with all the prophets
O who has a mercy for people
O who has given hearts in Islam
My love, my intercessor, O Messenger of God

With my mother and father
Your life is sir
Prayer and peace
You, Prophet

My love, Muhammad
You came in peace and guidance Muhammad
My love, O Muhammad
O mercy to the worlds, O Muhammad

O who has become our life with faith
O who is with your beauty, you taught charity
O who enlightened our hearts with the Qur’an
My love, my intercessor, O Messenger of God

With my mother and father
Your life is sir
Prayer and peace
You, Prophet

My love, Muhammad
You came in peace and guidance Muhammad
My love, O Muhammad
O mercy to the worlds, O Muhammad

May God bless you
the last of prophets

Mohamed Mohamed
Mercy for the worlds is a mercy to the worlds
Mohamed Mohamed
Mercy for the worlds is a mercy to the worlds
Mohamed Mohamed
Mercy for the worlds is a mercy to the worlds

My love, Muhammad
You came in peace and guidance Muhammad
My love, O Muhammad
O mercy to the worlds, O Muhammad

My love, O Muhammad
You came in peace and guidance Muhammad
My love, O Muhammad
O mercy to the worlds, O Muhammad"
34,630DpnzdfjdVqv2yLfPbAX,Bertaut,Nadin Amizah,"Bun, hidup berjalan seperti bajingan
Seperti landak yang tak punya teman

Ia menggonggong bak suara hujan
Dan kau pangeranku, mengambil peran

Bun, kalau saat hancur ku disayang
Apalagi saat ku jadi juara
Saat tak tahu arah kau di sana
Menjadi gagah saat ku tak bisa

Sedikit kujelaskan tentangku dan kamu
Agar seisi dunia tahu

Keras kepalaku sama denganmu
Caraku marah, caraku tersenyum
Seperti detak jantung yang bertaut
Nyawaku nyala karena denganmu

Aku masih ada sampai di sini
Melihatmu kuat setengah mati
Seperti detak jantung yang bertaut
Nyawaku nyala karena denganmu

Bun, aku masih tak mengerti banyak hal
Semuanya berenang di kepala

Dan kau dan semua yang kau tahu tentangnya
Menjadi jawab saat ku bertanya

Sedikit kujelaskan tentangku dan kamu
Agar seisi dunia tahu

Keras kepalaku sama denganmu
Caraku marah, caraku tersenyum
Seperti detak jantung yang bertaut
Nyawaku nyala karena denganmu

Aku masih ada sampai di sini
Melihatmu kuat setengah mati
Seperti detak jantung yang bertaut
Nyawaku nyala karena denganmu

Semoga lama hidupmu di sini
Melihatku berjuang sampai akhir
Seperti detak jantung yang bertaut
Nyawaku nyala karena denganmu",id,"Bun, life goes like a bastard
Like hedgehogs that don't have friends

He barking like a rain
And you're my prince, taking a role

Bun, if I was destroyed when I was loved
Especially when I became a champion
When you don't know the direction of you there
Become dashing when I can't

I explained a little about me and you
So that the whole world knows

Hard to my head the same as you
How I am angry, the way I smile
Like a heartbeat
My life is on because with you

I'm still there until here
See you strongly half dead
Like a heartbeat
My life is on because with you

Bun, I still don't understand many things
Everyone swims on the head

And you and all you know about it
Be an answer when I ask

I explained a little about me and you
So that the whole world knows

Hard to my head the same as you
How I am angry, the way I smile
Like a heartbeat
My life is on because with you

I'm still there until here
See you strongly half dead
Like a heartbeat
My life is on because with you

I hope your life is long here
See me fight until the end
Like a heartbeat
My life is on because with you"
